Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Binary Data Structure for Membrane Processors: Connectivity Arrays","Membrane Computing","","","","10.1007/978-3-540-24619-0_2","Fernando ArroyoJuan CastellanosCarmen LuengoLuis F. Mingo","2004","http://link.springer.com/chapter/10.1007/978-3-540-24619-0_2","Chapter"
"The x-Leges System: Peer-to-Peer for Legislative Document Exchange","Electronic Government","","","","10.1007/11823100_21","Luca De SantisCaterina LupoCarlo MarchettiMassimo Mecella","2006","http://link.springer.com/chapter/10.1007/11823100_21","Chapter"
"Analysis of a prioritized CSMA protocol based on staggered delays","Acta Informatica","","13","4","10.1007/BF00288767","William R. FrantaMark Benedict Bilodeau","1980","http://link.springer.com/article/10.1007/BF00288767","Article"
"Propositional Lower Bounds: Generalization and Algorithms","Logics in Artificial Intelligence","","","","10.1007/3-540-49545-2_24","Marco CadoliLuigi PalopoliFrancesco Scarcello","1998","http://link.springer.com/chapter/10.1007/3-540-49545-2_24","Chapter"
"Refined typing to localize the impact of forced strictness on free theorems","Acta Informatica","","48","3","10.1007/s00236-011-0136-9","Daniel SeidelJanis Voigtländer","2011","http://link.springer.com/article/10.1007/s00236-011-0136-9","Article"
"Clouds and Atmospheric Phenomena Simulation in Real-Time 3D Graphics","Computer Vision/Computer Graphics Collaboration Techniques","","","","10.1007/978-3-540-71457-6_11","Jakub GrudzińskiAdrian Dębowski","2007","http://link.springer.com/chapter/10.1007/978-3-540-71457-6_11","Chapter"
"Intersections de langages algébriques bornés","Acta Informatica","","11","3","10.1007/BF00289069","Michel Latteux","1979","http://link.springer.com/article/10.1007/BF00289069","Article"
"Unbounded Petri Net Synthesis","Lectures on Concurrency and Petri Nets","","","","10.1007/978-3-540-27755-2_11","Philippe Darondeau","2004","http://link.springer.com/chapter/10.1007/978-3-540-27755-2_11","Chapter"
"On some variants of Post's Correspondence Problem","Acta Informatica","","19","4","10.1007/BF00290732","Keijo Ruohonen","1983","http://link.springer.com/article/10.1007/BF00290732","Article"
"Iterative arrays with direct central control","Acta Informatica","","8","2","10.1007/BF00289248","Joel I. Seiferas","1977","http://link.springer.com/article/10.1007/BF00289248","Article"
"Proving programs correct through refinement","Acta Informatica","","9","2","10.1007/BF00289073","Claus H. Correll","1978","http://link.springer.com/article/10.1007/BF00289073","Article"
"Resource finding in store-and-forward networks","Acta Informatica","","28","7","10.1007/BF01178681","José M. Bernabéu-AubánMustaque AhamadMostafa H. Ammar","1991","http://link.springer.com/article/10.1007/BF01178681","Article"
"SLR(1) and LALR(1) parsing for unrestricted grammars","Acta Informatica","","24","2","10.1007/BF00264364","Lawrence A. Harris","1987","http://link.springer.com/article/10.1007/BF00264364","Article"
"A new explanation of the glitch phenomenon","Acta Informatica","","28","4","10.1007/BF01893884","James H. AndersonMohamed G. Gouda","1991","http://link.springer.com/article/10.1007/BF01893884","Article"
"Composing Transitions into Transactions in UML Diagrams","Computer Aided Systems Theory – EUROCAST 2005","","","","10.1007/11556985_9","Júlio Pereira MachadoPaulo Blauth Menezes","2005","http://link.springer.com/chapter/10.1007/11556985_9","Chapter"
"Grammars on partial graphs","Acta Informatica","","6","3","10.1007/BF00288659","H. J. SchneiderH. Ehrig","1976","http://link.springer.com/article/10.1007/BF00288659","Article"
"Trace nets and process automata","Acta Informatica","","32","7","10.1007/BF01186645","Eric BadouelPhilippe Darondeau","1995","http://link.springer.com/article/10.1007/BF01186645","Article"
"On-line graph coloring of 
                
                  
                
                $${\mathbb{P}_5}$$
              -free graphs","Acta Informatica","","45","2","10.1007/s00236-007-0064-x","Iwona Cieślik","2008","http://link.springer.com/article/10.1007/s00236-007-0064-x","Article"
"Stratified balanced search trees","Acta Informatica","","18","4","10.1007/BF00289574","Jan van LeeuwenMark H. Overmars","1983","http://link.springer.com/article/10.1007/BF00289574","Article"
"Program proving: Coroutines","Acta Informatica","","2","1","10.1007/BF00571463","Dr. M. Clint","1973","http://link.springer.com/article/10.1007/BF00571463","Article"
"Il Software libero e l’open source","Elementi di informatica in diagnostica per immagini","","","","10.1007/978-88-470-1667-5_13","Giuseppe RubiniNicola Sasanelli","2010","http://link.springer.com/chapter/10.1007/978-88-470-1667-5_13","Chapter"
"A sharp proof rule for procedures in wp semantics","Acta Informatica","","26","5","10.1007/BF00289144","A. BijlsmaP. A. MatthewsJ. G. Wiltink","1989","http://link.springer.com/article/10.1007/BF00289144","Article"
"Relational level data structures for programming languages","Acta Informatica","","2","4","10.1007/BF00289502","Jay Earley","1973","http://link.springer.com/article/10.1007/BF00289502","Article"
"Size-depth tradeoff in non-monotone Boolean formulae","Acta Informatica","","14","3","10.1007/BF00264256","Beate Commentz-WalterJuergen Sattler","1980","http://link.springer.com/article/10.1007/BF00264256","Article"
"Further analysis of code generation for a single register machine","Acta Informatica","","18","2","10.1007/BF00264435","Lynn Robert Carter","1982","http://link.springer.com/article/10.1007/BF00264435","Article"
"Simulation output analysis for local area computer networks","Acta Informatica","","21","4","10.1007/BF00264614","Donald L. IglehartGerald S. Shedler","1984","http://link.springer.com/article/10.1007/BF00264614","Article"
"The time complexity of typechecking tree-walking tree transducers","Acta Informatica","","46","2","10.1007/s00236-008-0087-y","Joost Engelfriet","2009","http://link.springer.com/article/10.1007/s00236-008-0087-y","Article"
"Optimum checkpoints with age dependent failures","Acta Informatica","","27","6","10.1007/BF00277388","Erol GelenbeMarisela Hernández","1990","http://link.springer.com/article/10.1007/BF00277388","Article"
"Generalized deterministic left to right parsing","Acta Informatica","","12","3","10.1007/BF00264578","C. J. M. TurnbullE. S. Lee","1979","http://link.springer.com/article/10.1007/BF00264578","Article"
"Prototypes in the LOGIDATA+ Project","LOGIDATA+: Deductive Databases with Complex Objects","","","","10.1007/BFb0021901","A. ArtaleJ. P. BalleriniS. BergamaschiF. CacaceS. CeriF. CesariniA. FormicaS. GrecoH. LamG. MarrellaM. MissikoffL. PalopoliL. PichettiD. SaccàS. SalzaC. Sartori","1993","http://link.springer.com/chapter/10.1007/BFb0021901","Chapter"
"Two-tier relaxed heaps","Acta Informatica","","45","3","10.1007/s00236-008-0070-7","Amr ElmasryClaus JensenJyrki Katajainen","2008","http://link.springer.com/article/10.1007/s00236-008-0070-7","Article"
"Retrospective and Prospective for Unifying Theories of Programming","Unifying Theories of Programming","","","","10.1007/11768173_1","Eric Hehner","2006","http://link.springer.com/chapter/10.1007/11768173_1","Chapter"
"Lifetime analysis for attributes","Acta Informatica","","24","6","10.1007/BF00282619","Uwe Kastens","1987","http://link.springer.com/article/10.1007/BF00282619","Article"
"On the complexity of some reachability problems","Algorithms and Complexity","","","","10.1007/3-540-57811-0_16","Angelo MontiAlessandro Roncato","1994","http://link.springer.com/chapter/10.1007/3-540-57811-0_16","Chapter"
"Abstract specification of mathematical structures and methods","Design and Implementation of Symbolic Computation Systems","","","","10.1007/3-540-52531-9_125","Carla LimongelliM. Beatrice MeleMauro RegioMarco Temperini","1990","http://link.springer.com/chapter/10.1007/3-540-52531-9_125","Chapter"
"Portraying Algorithms with Leonardo Web","Web Information Systems Engineering – WISE 2005 Workshops","","","","10.1007/11581116_8","Vincenzo BonifaciCamil DemetrescuIrene FinocchiGiuseppe F. ItalianoLuigi Laura","2005","http://link.springer.com/chapter/10.1007/11581116_8","Chapter"
"Compilative constructive negation in constraint logic programs","Trees in Algebra and Programming — CAAP'94","","","","10.1007/BFb0017473","Paola BruscoliFrancesca LeviGiorgio LeviMaria Chiara Meo","1994","http://link.springer.com/chapter/10.1007/BFb0017473","Chapter"
"An Ogden-like iteration lemma for rational power series","Acta Informatica","","13","2","10.1007/BF00263993","Christophe Reutenauer","1980","http://link.springer.com/article/10.1007/BF00263993","Article"
"A deterministic skip list for k-dimensional range search","Acta Informatica","","41","4 - 5","10.1007/s00236-004-0157-8","Michael G. LamoureuxBradford G. Nickerson","2005","http://link.springer.com/article/10.1007/s00236-004-0157-8","Article"
"Distances in random digital search trees","Acta Informatica","","43","4","10.1007/s00236-006-0019-7","Rafik AguechNabil LasmarHosam Mahmoud","2006","http://link.springer.com/article/10.1007/s00236-006-0019-7","Article"
"Branching processes of Petri nets","Acta Informatica","","28","6","10.1007/BF01463946","Joost Engelfriet","1991","http://link.springer.com/article/10.1007/BF01463946","Article"
"Transposition of large tabular data structures with applications to physical database organization","Acta Informatica","","19","2","10.1007/BF00264474","Takao TsudaAkira UranoTakashi Sato","1983","http://link.springer.com/article/10.1007/BF00264474","Article"
"A system which automatically improves programs","Acta Informatica","","6","1","10.1007/BF00263742","J. DarlingtonR. M. Burstall","1976","http://link.springer.com/article/10.1007/BF00263742","Article"
"An Evolutionary Approach to Multi-FPGAs System Synthesis","Evolvable Machines","","","","10.1007/3-540-32364-3_7","F. de Fernández VejaJ. I. HidalgoJ. M. SánchezJ. Lanchares","2005","http://link.springer.com/chapter/10.1007/3-540-32364-3_7","Chapter"
"A parallel asynchronous Newton algorithm for unconstrained optimization","Journal of Optimization Theory and Applications","","77","2","10.1007/BF00940714","D. ConfortiR. Musmanno","1993","http://link.springer.com/article/10.1007/BF00940714","Article"
"On the expressive power of data dependencies","Acta Informatica","","23","3","10.1007/BF00289111","Johann A. MakowskyMoshe Y. Vardi","1986","http://link.springer.com/article/10.1007/BF00289111","Article"
"A Formal Model for Video Shot Segmentation and its Application via Animate Vision","Multimedia Tools and Applications","","24","3","10.1023/B:MTAP.0000039421.91449.10","Massimiliano AlbaneseAngelo ChianeseVincenzo MoscatoLucio Sansone","2004","http://link.springer.com/article/10.1023/B%3AMTAP.0000039421.91449.10","Article"
"Sur les générateurs algébriques et linéaires","Acta Informatica","","13","4","10.1007/BF00288769","Michel Latteux","1980","http://link.springer.com/article/10.1007/BF00288769","Article"
"A New Unsupervised Hybrid Classifier for Natural Textures in Images","Innovations in Hybrid Intelligent Systems","","","","10.1007/978-3-540-74972-1_37","María GuijarroRaquel AbreuGonzalo Pajares","2007","http://link.springer.com/chapter/10.1007/978-3-540-74972-1_37","Chapter"
"One-way multihead deterministic finite automata","Acta Informatica","","19","4","10.1007/BF00290734","J. Hromkovič","1983","http://link.springer.com/article/10.1007/BF00290734","Article"
"Scheduling with slack time","Acta Informatica","","17","1","10.1007/BF00262974","C. L. LiuJane W. S. LiuArthur L. Liestman","1982","http://link.springer.com/article/10.1007/BF00262974","Article"
"A Compositional Logic for Control Flow","Verification, Model Checking, and Abstract Interpretation","","","","10.1007/11609773_6","Gang TanAndrew W. Appel","2006","http://link.springer.com/chapter/10.1007/11609773_6","Chapter"
"On random 2–3 trees","Acta Informatica","","9","2","10.1007/BF00289075","Andrew Chi-Chih Yao","1978","http://link.springer.com/article/10.1007/BF00289075","Article"
"A characterisation of meet and join respecting pre-orders and congruences on finite lattices","Acta Informatica","","30","8","10.1007/BF01191811","John Buckle","1993","http://link.springer.com/article/10.1007/BF01191811","Article"
"On fast multiplication of polynomials over arbitrary algebras","Acta Informatica","","28","7","10.1007/BF01178683","David G. CantorErich Kaltofen","1991","http://link.springer.com/article/10.1007/BF01178683","Article"
"The Role of Network Governance Models in the Design of Local eHealth Policies","Designing Organizational Systems","","","","10.1007/978-3-642-33371-2_17","Valentina Albano","2013","http://link.springer.com/chapter/10.1007/978-3-642-33371-2_17","Chapter"
"A principle of independence for binary tree searching","Acta Informatica","","4","4","10.1007/BF00289612","Leo J. Guibas","1975","http://link.springer.com/article/10.1007/BF00289612","Article"
"Effective construction of the syntactic algebra of a recognizable series on trees","Acta Informatica","","28","4","10.1007/BF01893886","Symeon Bozapalidis","1991","http://link.springer.com/article/10.1007/BF01893886","Article"
"A Methodology for Extracting Ontological Knowledge from Spanish Documents","Computational Linguistics and Intelligent Text Processing","","","","10.1007/11671299_8","Rafael Valencia-GarcíaDagoberto Castellanos-NievesJesualdo Tomás Fernández-BreisPedro José Vivancos-Vicente","2006","http://link.springer.com/chapter/10.1007/11671299_8","Chapter"
